Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
SPINK9		ENSG00000204909	Serine peptidase inhibitor, Kazal type 9	Q5DT21	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SPINT3	HKIB9	ENSG00000101446	Serine peptidase inhibitor, Kunitz type 3	P49223	Predicted secreted proteins	Evidence at protein level	Evidence at protein level	No human protein/transcript evidence
SPINT4	C20orf137, dJ601O1.1	ENSG00000149651	Serine peptidase inhibitor, Kunitz type 4	Q6UDR6	Predicted secreted proteins	Evidence at protein level	Evidence at protein level	No human protein/transcript evidence
SPOCK1	SPOCK, testican-1, TIC1	ENSG00000152377	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1	Q08629	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SPOCK2	KIAA0275, testican-2	ENSG00000107742	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2	Q92563	Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
SPOCK3	testican-3	ENSG00000196104	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3	Q9BQ16	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SPON1	f-spondin, KIAA0762	ENSG00000262655	Spondin 1	Q9HCB6	Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
SPON2	DIL1	ENSG00000159674	Spondin 2	Q9BUD6	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
SPP1	BNSP, BSPI, ETA-1, OPN	ENSG00000118785	Secreted phosphoprotein 1	P10451	Cancer-related genes, Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
SPP2	SPP24	ENSG00000072080	Secreted phosphoprotein 2	Q13103	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SPTY2D1OS	SPTY2D1-AS1	ENSG00000247595	SPTY2D1 opposite strand		Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	Evidence at transcript level	
SPX	C12orf39, MGC10946, NPQ, spexin	ENSG00000134548	Spexin hormone	Q9BT56	Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SRPX	ETX1	ENSG00000101955	Sushi repeat containing protein, X-linked	P78539	Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SRPX2	SRPUL	ENSG00000102359	Sushi repeat containing protein, X-linked 2	O60687	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
SSC4D	S4D-SRCRB, SRCRB-S4D, SRCRB4D	ENSG00000146700	Scavenger receptor cysteine rich family member with 4 domains	Q8WTU2	Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
SSC5D	FLJ35258, S5D-SRCRB	ENSG00000179954	Scavenger receptor cysteine rich family member with 5 domains	A1L4H1	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SSPO	FLJ36112, KIAA0543, SCO-spondin	ENSG00000197558	SCO-spondin		Predicted secreted proteins	Evidence at transcript level	Evidence at transcript level	
SST	SMST	ENSG00000157005	Somatostatin	P61278	Cancer-related genes, Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ST6GAL1	SIAT1	ENSG00000073849	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	P15907	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
STATH	STR	ENSG00000126549	Statherin	P02808	Plasma proteins, Predicted secreted proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
STC1	STC	ENSG00000159167	Stanniocalcin 1	P52823	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
STC2	STC-2	ENSG00000113739	Stanniocalcin 2	O76061	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
SVBP	CCDC23, MGC45441	ENSG00000177868	Small vasohibin binding protein	Q8N300	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TAC1	NKNA, NPK, TAC2	ENSG00000006128	Tachykinin precursor 1	P20366	Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TAC3	NKB, NKNB, ZNEUROK1	ENSG00000166863	Tachykinin 3	Q9UHF0	Disease related genes, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TAC4	HK-1, PPT-C, Pptc	ENSG00000176358	Tachykinin 4	Q86UU9	Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TBL2	DKFZP43N024, WBSCR13, WS-betaTRP	ENSG00000106638	Transducin beta like 2	Q9Y4P3	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TCN1	TC1, TCI	ENSG00000134827	Transcobalamin 1	P20061	Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TCN2	D22S676, D22S750, TC2	ENSG00000185339	Transcobalamin 2	P20062	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TDGF1	CR, CRIPTO, Cripto-1	ENSG00000241186	Teratocarcinoma-derived growth factor 1	P13385	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TECTA	DFNA12, DFNA8, DFNB21	ENSG00000109927	Tectorin alpha	O75443	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TECTB		ENSG00000119913	Tectorin beta	Q96PL2	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
TEPP		ENSG00000159648	Testis, prostate and placenta expressed	Q6URK8	Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
TEX101	CT131, MGC4766, SGRG, SPATA44	ENSG00000131126	Testis expressed 101	Q9BY14	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
TEX264	FLJ13935, ZSIG11	ENSG00000164081	Testis expressed 264	Q9Y6I9	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TF	PRO1557, PRO2086	ENSG00000091513	Transferrin	P02787	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TFF1	BCEI, D21S21, HP1.A, HPS2, pNR-2, pS2	ENSG00000160182	Trefoil factor 1	P04155	Cancer-related genes, Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TFF2	SML1	ENSG00000160181	Trefoil factor 2	Q03403	Cancer-related genes, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TFF3	HITF, ITF	ENSG00000160180	Trefoil factor 3		Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	
TFPI	EPI, LACI, TFI, TFPI1	ENSG00000003436	Tissue factor pathway inhibitor	P10646	Candidate cardiovascular disease genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TFPI2	PP5, REF1, TFPI-2	ENSG00000105825	Tissue factor pathway inhibitor 2	P48307	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TFRC	CD71, p90, TFR1	ENSG00000072274	Transferrin receptor	P02786	Cancer-related genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
TG	AITD3, TGN	ENSG00000042832	Thyroglobulin	P01266	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TGFA		ENSG00000163235	Transforming growth factor alpha	P01135	Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TGFB1	CED, DPD1, TGFB, TGFbeta	ENSG00000105329	Transforming growth factor beta 1	P01137	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TGFB2		ENSG00000092969	Transforming growth factor beta 2	P61812	Cancer-related genes, Disease related genes, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TGFB3	ARVD, ARVD1	ENSG00000119699	Transforming growth factor beta 3	P10600	Cancer-related genes, Disease related genes, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TGFBI	BIGH3, CDB1, CDGG1, CSD1, CSD2, CSD3, LCD1	ENSG00000120708	Transforming growth factor beta induced	Q15582	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TGFBR3	betaglycan, BGCAN	ENSG00000069702	Transforming growth factor beta receptor 3	Q03167	Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
THBS3		ENSG00000169231	Thrombospondin 3	P49746	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
THBS4		ENSG00000113296	Thrombospondin 4	P35443	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
THEM6	C8orf55, DSCD75	ENSG00000130193	Thioesterase superfamily member 6	Q8WUY1	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
THNSL2	FLJ10916, SOFAT, TSH2	ENSG00000144115	Threonine synthase like 2	Q86YJ6	Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
THPO	MGDF, MPLLG, TPO	ENSG00000090534	Thrombopoietin	P40225	Cancer-related genes, Disease related genes, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
THSD4	ADAMTSL6, FLJ13710, FVSY9334, PRO34005	ENSG00000187720	Thrombospondin type 1 domain containing 4	Q6ZMP0	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
THSD7A	KIAA0960	ENSG00000005108	Thrombospondin type 1 domain containing 7A	Q9UPZ6	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
TIMP1	CLGI, EPO, TIMP	ENSG00000102265	TIMP metallopeptidase inhibitor 1	P01033	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TIMP2	CSC-21K	ENSG00000035862	TIMP metallopeptidase inhibitor 2	P16035	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TIMP3	SFD	ENSG00000100234	TIMP metallopeptidase inhibitor 3	P35625	Cancer-related genes, Disease related genes, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TIMP4		ENSG00000157150	TIMP metallopeptidase inhibitor 4	Q99727	Plasma proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
TINAG		ENSG00000137251	Tubulointerstitial nephritis antigen	Q9UJW2	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
TINAGL1	ARG1, LCN7, LIECG3, P3ECSL, TINAGRP	ENSG00000142910	Tubulointerstitial nephritis antigen like 1	Q9GZM7	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TLL1		ENSG00000038295	Tolloid like 1	O43897	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TLL2		ENSG00000095587	Tolloid like 2	Q9Y6L7	Enzymes, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
TMEFF2	CT120.2, HPP1, TENB2, TPEF, TR	ENSG00000144339	Transmembrane protein with EGF like and two follistatin like domains 2	Q9UIK5	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
